Alcohol Notalcohol,Belted Unbelted,Bike Nonbike,Collision Type,CRASH_DT (copy),Crash Dt,Crash Event Type Dsc,Crash Military Tm,Crash Severity,Juris Name Used,Area Type Used,First Harmful Event of Entire Crash,Time Slicing Used,Phy_Juris_Nm,Offset-Ft,Intersection Analysis,Day Of Week,Deer Nodeer,TOTAL CRASH,Document Nbr,FAC,First Harmful Event,FUN,Gr Nogr,Hitrun Not Hitrun,Injury Crashes,Intersection Type,Int Doc,K_CRASH,K People,Lgtruck Nonlgtruck,Light Condition,MAINLINE (group),Mainline Yn,Motor Nonmotor,Node Info,Ownership,Total People Killed & Injured,Ped Nonped,Persons Injured,VSP_Used,Rd Type,Relation To Roadway,Rns Mp,Roadway Alignment,Roadway Description,Roadway Surface Cond,Rte Nm,School Zone,Senior Notsenior,Speed Notspeed,Time Slicing,Total Crashes including Property Damage Only,Traffic Control Type,District_Used ,Weather Condition,Work Zone Related,Young Notyoung
Not ALCIHOL,Not UNBELTED,BIKE,13. Bicyclist,6/5/2014,6/5/2014,22. Bicycle,630,B.Visiible Injury,Newport News,Urban,22. Bicycle,6AM TO 9AM,121.Newport News,,Not Intersection,Thursday,Not DEER,1,142120085,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,,0,0,Not LRTRUCK,1. Dawn,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"4. One-Way, Not Divided",1. Dry,U-VA121SC99999UK,3. No,Not SENIOR,Not SPEED,6AM TO 9AM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,16. Other,6/5/2014,6/5/2014,20. Motor Vehicle In Transport,1700,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,134.Virginia Beach,"1,135",Intersection,Thursday,Not DEER,1,141585134,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,141585134,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,542057. 13408726      13408726      13408744,SEC_URBAN,2,Not PED,2,5,NOT-RD,9. Within Intersection,0.44,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA134UR08726SB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,13. Bicyclist,10/17/2015,10/17/2015,22. Bicycle,641,B.Visiible Injury,Newport News,Urban,22. Bicycle,6AM TO 9AM,121.Newport News,111,Intersection,Saturday,Not DEER,1,160430032,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,160430032,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,646114.  SR00143       SR00143       SR00171      12100004,PRI_URBAN,1,Not PED,1,5,NOT-RD,10. Intersection Related - Within 150 Feet,17.75,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA   SR00143SB,3. No,Not SENIOR,Not SPEED,6AM TO 9AM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/20/2015,10/20/2015,20. Motor Vehicle In Transport,1725,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,134.Virginia Beach,0,Intersection,Tuesday,Not DEER,1,153175397,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,153175397,0,0,Not LRTRUCK,3. Dusk,MAINLINE,MAIN,Not MOTORCYCLE,541095. 13400009      13408726     C7US00058     C7US00058,SEC_URBAN,2,Not PED,2,5,NOT-RD,9. Within Intersection,0.00,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA134UR00009NB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/21/2015,10/21/2015,22. Bicycle,1645,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,3PM TO 6PM,134.Virginia Beach,,Not Intersection,Wednesday,Not DEER,1,152955279,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA134SC99999UK,3. No,SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,10/23/2015,10/23/2015,20. Motor Vehicle In Transport,1915,B.Visiible Injury,Northampton,Rural,20. Motor Vehicle In Transport,6PM TO 9PM,65.Northampton,343,Intersection,Friday,Not DEER,1,152965427,"0.Two-way, non-divided",1. On Roadway,4.Rural Major Collector,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,152965427,0,0,Not LRTRUCK,5. Darkness - Road Not Lighted,MAINLINE,MAIN,Not MOTORCYCLE,105939.  0102002       SR00178       SR00178,VDOT_PRI,1,Not PED,1,5,NOT-RD,8. Non-Intersection,0.82,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   SR00178NB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,7. No Passing Lines,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,3. Head On,10/23/2015,10/23/2015,20. Motor Vehicle In Transport,1745,B.Visiible Injury,Chesapeake,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,131.Chesapeake,21,Intersection,Friday,DEER,1,152995000,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,152995000,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483784.  US00460       US00460      13108622,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,393.76,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   US00460WB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,16. Other,10/24/2015,10/24/2015,22. Bicycle,1713,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,3PM TO 6PM,134.Virginia Beach,380,Intersection,Saturday,Not DEER,1,152975233,"2.Divided, partial control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,152975233,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541066.  US00058       US00058      13400009      13400009,PRI_URBAN,2,Not PED,2,5,NOT-RD,9. Within Intersection,507.01,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   US00058EB,3. No,SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,1/13/2013,1/13/2013,22. Bicycle,1945,B.Visiible Injury,Norfolk,Urban,22. Bicycle,6PM TO 9PM,122.Norfolk,,Not Intersection,Sunday,Not DEER,1,131050279,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",2. Wet,U-VA122SC99999UK,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,1/14/2013,1/14/2013,20. Motor Vehicle In Transport,1443,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,134.Virginia Beach,"1,478",Intersection,Monday,Not DEER,1,130165212,"1.Divided, no control of access",4. Roadside,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,130165212,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541475. 13408669      13408669      13408688      13408688,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,18.32,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA134UR08669NB,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,13. Bicyclist,6/6/2014,6/6/2014,22. Bicycle,1700,B.Visiible Injury,Hampton,Urban,22. Bicycle,3PM TO 6PM,114.Hampton,,Not Intersection,Friday,Not DEER,1,142020154,,1. On Roadway,,Not GUARDRAIL,HIT_RUN,1,2. Two Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA114SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/8/2014,6/8/2014,22. Bicycle,1229,B.Visiible Injury,Chesapeake,Urban,22. Bicycle,12PM TO 3PM,131.Chesapeake,,Not Intersection,Sunday,Not DEER,1,141595116,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA131SC99999UK,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,8. Yield Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,1/15/2013,1/15/2013,20. Motor Vehicle In Transport,715,A.Ambulatory Injury,Norfolk,Urban,20. Motor Vehicle In Transport,6AM TO 9AM,122.Norfolk,,Not Intersection,Tuesday,Not DEER,1,130880314,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",2. Wet,U-VA121SC99999UK,3. No,Not SENIOR,SPEED,6AM TO 9AM,1,3. Traffic Signal,5.Hampton Roads,5. Rain,2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,13. Bicyclist,6/10/2014,6/10/2014,20. Motor Vehicle In Transport,1405,C.Non-Visible Injury,Norfolk,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,122.Norfolk,,Not Intersection,Tuesday,Not DEER,1,142040030,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA122SC99999UK,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,UNBELTED,BIKE,2. Angle,6/11/2014,6/11/2014,6. Parked Vehicle,1328,C.Non-Visible Injury,Norfolk,Urban,6. Parked Vehicle,12PM TO 3PM,122.Norfolk,,Not Intersection,Wednesday,Not DEER,1,142120022,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,RD-UNKNOWN,8. Non-Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA122SC99999UK,3. No,Not SENIOR,SPEED,12PM TO 3PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/28/2015,10/28/2015,22. Bicycle,1435,B.Visiible Injury,Chesapeake,Urban,22. Bicycle,12PM TO 3PM,131.Chesapeake,,Not Intersection,Wednesday,Not DEER,1,153015279,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,10. Intersection Related - Within 150 Feet,,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",2. Wet,U-VA131SC99999UK,3. No,SENIOR,Not SPEED,12PM TO 3PM,1,4. Stop Sign,5.Hampton Roads,5. Rain,2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,3. Head On,10/31/2015,10/31/2015,22. Bicycle,1138,C.Non-Visible Injury,Norfolk,Urban,22. Bicycle,9AM TO 12PM,122.Norfolk,48,Intersection,Saturday,Not DEER,1,153410040,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,153410040,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,485809. 12208639      12208639      12208834,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,3.94,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA122UR08639SB,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,10/31/2015,10/31/2015,22. Bicycle,1040,B.Visiible Injury,Suffolk,Urban,22. Bicycle,9AM TO 12PM,133.Suffolk,697,Intersection,Saturday,Not DEER,1,153055095,"3.Divided, full control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,153055095,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,730355.  US00017       US00017      13302284,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,0.12,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA133UR02284NB,3. No,Not SENIOR,SPEED,9AM TO 12PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,13. Bicyclist,11/1/2015,11/1/2015,22. Bicycle,2002,C.Non-Visible Injury,Newport News,Urban,22. Bicycle,6PM TO 9PM,121.Newport News,,Not Intersection,Sunday,Not DEER,1,160390120,,1. On Roadway,,Not GUARDRAIL,HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,5. Unknown,1. Dry,U-VA121SC99999UK,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,11/2/2015,11/2/2015,22. Bicycle,1949,C.Non-Visible Injury,Hampton,Urban,22. Bicycle,6PM TO 9PM,114.Hampton,74,Intersection,Monday,Not DEER,1,153075119,"2.Divided, partial control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,"5. Five-Point, or More",153075119,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,756260.  SR00134       SR00134      11407026E002B 11407026W002A,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,6.93,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",2. Wet,R-VA   SR00134WB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,11/3/2015,11/3/2015,22. Bicycle,1648,C.Non-Visible Injury,Hampton,Urban,22. Bicycle,3PM TO 6PM,114.Hampton,829,Intersection,Tuesday,Not DEER,1,153245271,"1.Divided, no control of access",1. On Roadway,I.Urban Collector,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,153245271,0,0,Not LRTRUCK,3. Dusk,MAINLINE,MAIN,Not MOTORCYCLE,253109.  SR00169       SR00169      11407053,SEC_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,1.75,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA114UR07053EB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,11/5/2015,11/5/2015,22. Bicycle,1741,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,3PM TO 6PM,134.Virginia Beach,0,Intersection,Thursday,Not DEER,1,153115138,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,153115138,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,715408. 13408687      13408687      13408688      13408688,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,1.98,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR08687WB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,11/6/2015,11/6/2015,20. Motor Vehicle In Transport,1545,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,134.Virginia Beach,48,Intersection,Friday,Not DEER,1,153145348,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,153145348,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541088.  SR00190       SR00190       US00058       US00058,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,499.08,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00058WB,3. No,SENIOR,Not SPEED,3PM TO 6PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
ALCOHOL,Not UNBELTED,BIKE,1. Rear End,11/6/2015,11/6/2015,20. Motor Vehicle In Transport,19,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,0AM TO 3AM,134.Virginia Beach,,Not Intersection,Friday,Not DEER,1,153145374,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,U-VA134SC99999UK,3. No,Not SENIOR,Not SPEED,0AM TO 3AM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,1. Rear End,1/17/2013,1/17/2013,22. Bicycle,128,C.Non-Visible Injury,Hampton,Urban,22. Bicycle,0AM TO 3AM,114.Hampton,0,Intersection,Thursday,Not DEER,1,131050392,"3.Divided, full control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,HIT_RUN,1,4. Four Approaches,131050392,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,253573.  IS00664E002A 11407059      11407059      11407059 001B,SEC_URBAN,1,Not PED,1,5,NOT-RD,6. Intersection at end of Ramp,1.41,5. Hillcrest - Straight,"3. Two-Way, Divided, Positive Median Barrier",2. Wet,R-VA114UR07059SB,3. No,Not SENIOR,Not SPEED,0AM TO 3AM,1,3. Traffic Signal,5.Hampton Roads,4. Mist,2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,1/17/2013,1/17/2013,20. Motor Vehicle In Transport,1926,C.Non-Visible Injury,Norfolk,Urban,20. Motor Vehicle In Transport,6PM TO 9PM,122.Norfolk,517,Intersection,Thursday,Not DEER,1,130880447,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,130880447,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,483413.  SR00168       SR00168       SR00407      12208590,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,21.60,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",2. Wet,R-VA   SR00168NB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,1. No Traffic Control,5.Hampton Roads,5. Rain,2. No,Not YOUNG
ALCOHOL,Not UNBELTED,BIKE,2. Angle,1/19/2013,1/19/2013,20. Motor Vehicle In Transport,2023,A.Ambulatory Injury,Hampton,Urban,20. Motor Vehicle In Transport,6PM TO 9PM,114.Hampton,116,Intersection,Saturday,Not DEER,1,131050172,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,131050172,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,756517.  US00258       US00258       US00258W063A,PRI_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,62.60,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00258EB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
ALCOHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,6/12/2014,6/12/2014,20. Motor Vehicle In Transport,2315,A.Ambulatory Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,9PM TO 12AM,134.Virginia Beach,"1,494",Intersection,Thursday,Not DEER,1,141645330,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,141645330,0,0,Not LRTRUCK,5. Darkness - Road Not Lighted,MAINLINE,MAIN,Not MOTORCYCLE,541229.  SR00279       SR00279      13400009      13408710,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,2.15,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR00009SB,3. No,Not SENIOR,Not SPEED,9PM TO 12AM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/13/2014,6/13/2014,22. Bicycle,2205,C.Non-Visible Injury,Virginia Beach,Urban,22. Bicycle,9PM TO 12AM,134.Virginia Beach,0,Intersection,Friday,Not DEER,1,141735225,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,141735225,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,541058.  US00058       US00058      13408721      13408721,SEC_URBAN,1,Not PED,1,5,NOT-RD,"15. Other Crossing (Crossing for Bikes, School, etc.)",1.00,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",2. Wet,R-VA134UR08721NB,3. No,Not SENIOR,Not SPEED,9PM TO 12AM,1,6. Traffic Lanes Marked,5.Hampton Roads,5. Rain,2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,3. Head On,6/14/2014,6/14/2014,22. Bicycle,1326,B.Visiible Injury,Norfolk,Urban,22. Bicycle,12PM TO 3PM,122.Norfolk,,Not Intersection,Saturday,Not DEER,1,142090060,"3.Divided, full control of access",4. Roadside,A.Urban Interstate,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,.,VDOT_IS,1,Not PED,1,5,RD-UNKNOWN,"7. Other location not listed above within an interchange area (median, shoulder , roadside)",7.54,5. Hillcrest - Straight,5. Unknown,1. Dry,R-VA   IS00264EB,3. No,Not SENIOR,SPEED,12PM TO 3PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
ALCOHOL,Not UNBELTED,BIKE,13. Bicyclist,6/14/2014,6/14/2014,22. Bicycle,2229,B.Visiible Injury,Newport News,Urban,22. Bicycle,9PM TO 12AM,121.Newport News,,Not Intersection,Saturday,Not DEER,1,143040046,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,U-VA121SC99999UK,3. No,SENIOR,Not SPEED,9PM TO 12AM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
